code,title,va_code,node_code,match_type,token,range_size,mapping_note,icd10_crosswalk,curated_icd10_bucket,own_icd10_bucket
1F44,Other parasitologically confirmed malaria,VAs-01.05,vas_01_05,range,1F40-1F4Z,16,ICD-11 2026-01 range 1F40-1F4Z,B53,vas_01_05,vas_01_05
1F45,Malaria without parasitological confirmation,VAs-01.05,vas_01_05,range,1F40-1F4Z,16,ICD-11 2026-01 range 1F40-1F4Z,B54,vas_01_05,vas_01_05
1F4Z,"Malaria, unspecified",VAs-01.05,vas_01_05,range,1F40-1F4Z,16,ICD-11 2026-01 range 1F40-1F4Z,B50-B64,multiple:vas_01_05|vas_01_99,multiple:vas_01_05|vas_01_99
1F50,Acanthamoebiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B60.1,vas_01_99,vas_01_99
1F51,African trypanosomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56,vas_01_99,vas_01_99
1F51.0,Gambiense trypanosomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56.0,vas_01_99,vas_01_99
1F51.00,Meningitis in Gambiense trypanosomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56.0,vas_01_99,vas_01_99
1F51.0Y,Other specified gambiense trypanosomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56.0,vas_01_99,vas_01_99
1F51.0Z,"Gambiense trypanosomiasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56.0,vas_01_99,vas_01_99
1F51.1,Rhodesiense trypanosomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56.1,vas_01_99,vas_01_99
1F51.10,Meningitis in Rhodesiense trypanosomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56.1,vas_01_99,vas_01_99
1F51.1Y,Other specified rhodesiense trypanosomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56.1,vas_01_99,vas_01_99
1F51.1Z,"Rhodesiense trypanosomiasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56.1,vas_01_99,vas_01_99
1F51.Y,Other specified african trypanosomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56,vas_01_99,vas_01_99
1F51.Z,"African trypanosomiasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B56,vas_01_99,vas_01_99
1F52,Babesiosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B60.0,vas_01_99,vas_01_99
1F53,Chagas disease,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B57,vas_01_99,vas_01_99
1F53.1,Acute Chagas disease without heart involvement,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B57.1,vas_01_99,vas_01_99
1F53.2,Chronic Chagas disease with heart involvement,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B57.2,vas_01_99,vas_01_99
1F53.3,Chagas disease with digestive system involvement,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B57.3,vas_01_99,vas_01_99
1F53.4,Meningitis in Chagas disease,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B57.4,vas_01_99,vas_01_99
1F53.Y,Other specified Chagas disease,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B57,vas_01_99,vas_01_99
1F53.Z,"Chagas disease, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B57,vas_01_99,vas_01_99
1F54,Leishmaniasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B55.9,vas_01_99,vas_01_99
1F54.0,Visceral leishmaniasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B55.0,vas_01_99,vas_01_99
1F54.1,Cutaneous leishmaniasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B55.1,vas_01_99,vas_01_99
1F54.2,Mucocutaneous leishmaniasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B55.2,vas_01_99,vas_01_99
1F54.Z,"Leishmaniasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B55.9,vas_01_99,vas_01_99
1F55,Naegleriasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B60.2,vas_01_99,vas_01_99
1F56,Rhinosporidiosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B48.1,vas_01_99,vas_01_99
1F57,Toxoplasmosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B58,vas_01_99,vas_01_99
1F57.0,Hepatitis due to Toxoplasma gondii,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B58.1,vas_01_99,vas_01_99
1F57.1,Meningoencephalitis due to Toxoplasma gondii,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B58.2,vas_01_99,vas_01_99
1F57.2,Pulmonary toxoplasmosis due to Toxoplasma gondii,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B58.3,vas_01_99,vas_01_99
1F57.3,Eye disease due to Toxoplasma gondii,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B58.0,vas_01_99,vas_01_99
1F57.Y,Other specified toxoplasmosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B58.8,vas_01_99,vas_01_99
1F57.Z,"Toxoplasmosis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B58,vas_01_99,vas_01_99
1F58,Microsporidiosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B60.8,vas_01_99,vas_01_99
1F5Z,Unspecified protozoal disease,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B60.8,vas_01_99,vas_01_99
1F60,Angiostrongyliasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F60.0,Eosinophilic meningitis due to Angiostrongylus cantonensis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F60.1,Intestinal angiostrongyliasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B81.3,vas_01_99,vas_01_99
1F60.Y,Other specified angiostrongyliasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F60.Z,"Angiostrongyliasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F61,Anisakiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B81.0,vas_01_99,vas_01_99
1F62,Ascariasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B77,vas_01_99,vas_01_99
1F63,Capillariasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F63.0,Capillariasis of the intestine,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B81.1,vas_01_99,vas_01_99
1F63.Y,Other specified capillariasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F63.Z,"Capillariasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F64,Dracunculiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B72,vas_01_99,vas_01_99
1F65,Enterobiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B80,vas_01_99,vas_01_99
1F66,Filariasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74,vas_01_99,vas_01_99
1F66.0,Loiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74.3,vas_01_99,vas_01_99
1F66.1,Mansonelliasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74.4,vas_01_99,vas_01_99
1F66.2,Filariasis due to Brugia species,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74,vas_01_99,vas_01_99
1F66.3,Lymphatic filariasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74,vas_01_99,vas_01_99
1F66.30,Filariasis due to Wuchereria bancrofti,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74.0,vas_01_99,vas_01_99
1F66.31,Filariasis due to Brugia malayi,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74.1,vas_01_99,vas_01_99
1F66.32,Filariasis due to Brugia timori,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74.2,vas_01_99,vas_01_99
1F66.3Z,"Lymphatic filariasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74,vas_01_99,vas_01_99
1F66.4,Subcutaneous dirofilariasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74.8,vas_01_99,vas_01_99
1F66.Y,Other specified filariasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74.8,vas_01_99,vas_01_99
1F66.Z,"Filariasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B74,vas_01_99,vas_01_99
1F67,Gnathostomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B83.1,vas_01_99,vas_01_99
1F68,Hookworm diseases,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B76.9,vas_01_99,vas_01_99
1F68.0,Ancylostomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B76.9,vas_01_99,vas_01_99
1F68.1,Necatoriasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B76.1,vas_01_99,vas_01_99
1F68.2,Cutaneous larva migrans,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B76.9,vas_01_99,vas_01_99
1F68.Y,Other specified hookworm diseases,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B76.9,vas_01_99,vas_01_99
1F68.Z,"Hookworm diseases, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B76.9,vas_01_99,vas_01_99
1F69,Oesophagostomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B81.8,vas_01_99,vas_01_99
1F6A,Onchocerciasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B73,vas_01_99,vas_01_99
1F6A.0,Onchocerciasis of the eye,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B73,vas_01_99,vas_01_99
1F6A.1,Onchocerciasis of the skin,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B73,vas_01_99,vas_01_99
1F6A.Y,Other specified onchocerciasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B73,vas_01_99,vas_01_99
1F6A.Z,"Onchocerciasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B73,vas_01_99,vas_01_99
1F6B,Strongyloidiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B78.9,vas_01_99,vas_01_99
1F6C,Syngamosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B83.3,vas_01_99,vas_01_99
1F6D,Toxocariasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B83.0,vas_01_99,vas_01_99
1F6E,Trichinosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B75,vas_01_99,vas_01_99
1F6F,Trichostrongyliasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B81.2,vas_01_99,vas_01_99
1F6G,Trichuriasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B79,vas_01_99,vas_01_99
1F6H,Uncinariosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F6Y,Other specified diseases due to nematodes,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F6Z,"Diseases due to nematodes, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F70,Cysticercosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B69.9,vas_01_99,vas_01_99
1F70.0,Cysticercosis of central nervous system,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B69.0,vas_01_99,vas_01_99
1F70.00,Meningitis due to Cysticercosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B69.0,vas_01_99,vas_01_99
1F70.0Y,Other specified cysticercosis of central nervous system,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B69.0,vas_01_99,vas_01_99
1F70.0Z,"Cysticercosis of central nervous system, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B69.0,vas_01_99,vas_01_99
1F70.1,Cysticercosis of eye,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B69.1,vas_01_99,vas_01_99
1F70.Y,Other specified cysticercosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B69.9,vas_01_99,vas_01_99
1F70.Z,"Cysticercosis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B69.9,vas_01_99,vas_01_99
1F71,Diphyllobothriasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B70.0,vas_01_99,vas_01_99
1F72,Dipylidiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B71.1,vas_01_99,vas_01_99
1F73,Echinococcosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B67.9,vas_01_99,vas_01_99
1F73.0,Echinococcus infection of liver,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B67.8,vas_01_99,vas_01_99
1F73.1,Echinococcus infection of lung,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B67.9,vas_01_99,vas_01_99
1F73.2,Echinococcus infection of bone,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B67.9,vas_01_99,vas_01_99
1F73.3,Echinococcus infection of central nervous system,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B67.9,vas_01_99,vas_01_99
1F73.Y,Other specified echinococcosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B67.9,vas_01_99,vas_01_99
1F73.Z,"Echinococcosis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B67.9,vas_01_99,vas_01_99
1F74,Hymenolepiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B71.0,vas_01_99,vas_01_99
1F75,Sparganosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B70.1,vas_01_99,vas_01_99
1F76,Taeniasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B68.9,vas_01_99,vas_01_99
1F76.0,Taeniasis due to Taenia solium,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B68.0,vas_01_99,vas_01_99
1F76.1,Taeniasis due to Taenia saginata,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B68.1,vas_01_99,vas_01_99
1F76.Y,Other specified taeniasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B68.9,vas_01_99,vas_01_99
1F76.Z,"Taeniasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B68.9,vas_01_99,vas_01_99
1F7Y,Other specified diseases due to cestodes,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B71.9,vas_01_99,vas_01_99
1F7Z,"Diseases due to cestodes, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B71.9,vas_01_99,vas_01_99
1F80,Clonorchiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B66.1,vas_01_99,vas_01_99
1F81,Dicrocoeliasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B66.2,vas_01_99,vas_01_99
1F82,Fascioliasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B66.3,vas_01_99,vas_01_99
1F83,Fasciolopsiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B66.5,vas_01_99,vas_01_99
1F84,Opisthorchiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B66.0,vas_01_99,vas_01_99
1F85,Paragonimiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B66.4,vas_01_99,vas_01_99
1F86,Schistosomiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65.9,vas_01_99,vas_01_99
1F86.0,Schistosomiasis due to Schistosoma haematobium,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65.0,vas_01_99,vas_01_99
1F86.1,Schistosomiasis due to Schistosoma mansoni,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65.1,vas_01_99,vas_01_99
1F86.2,Schistosomiasis due to Schistosoma japonicum,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65.2,vas_01_99,vas_01_99
1F86.3,Other schistosomiases,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65.9,vas_01_99,vas_01_99
1F86.4,Cercarial dermatitis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65.3,vas_01_99,vas_01_99
1F86.5,Schistosomal pneumonitis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65.9,vas_01_99,vas_01_99
1F86.Z,Schistosomiasis due to unspecified or unknown Schistosoma species,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65.9,vas_01_99,vas_01_99
1F8Y,Other specified diseases due to trematodes,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B66.8,vas_01_99,vas_01_99
1F8Z,"Diseases due to trematodes, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B66,vas_01_99,vas_01_99
1F90,Other or unspecified infestation by parasitic worms,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B82.9,vas_01_99,vas_01_99
1F90.0,Mixed intestinal helminthiases,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B82.9,vas_01_99,vas_01_99
1F90.1,Intestinal parasitic infestation not otherwise specified,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B82.9,vas_01_99,vas_01_99
1F90.2,"Intestinal helminthiasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B82.0,vas_01_99,vas_01_99
1F90.Y,Other specified infestation by parasitic worms,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B82.9,vas_01_99,vas_01_99
1F90.Z,"Infestation by parasitic worms, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B82.9,vas_01_99,vas_01_99
1F91,Diphyllobothriasis and sparganosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1F9Z,"Helminthiases, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B65-B83,vas_01_99,vas_01_99
1G00,Pediculosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B85.2,vas_01_99,vas_01_99
1G00.0,Pediculosis capitis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B85.0,vas_01_99,vas_01_99
1G00.1,Pediculosis corporis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B85.1,vas_01_99,vas_01_99
1G00.Z,Pediculosis of unspecified site or type,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B85.2,vas_01_99,vas_01_99
1G01,Myiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B87.9,vas_01_99,vas_01_99
1G01.0,Ocular myiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B87.2,vas_01_99,vas_01_99
1G01.1,Nasopharyngeal myiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B87.3,vas_01_99,vas_01_99
1G01.2,Laryngeal myiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B87.9,vas_01_99,vas_01_99
1G01.3,Cutaneous myiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B87.0,vas_01_99,vas_01_99
1G01.Y,Other specified myiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B87.9,vas_01_99,vas_01_99
1G01.Z,"Myiasis, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B87.9,vas_01_99,vas_01_99
1G02,External hirudiniasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B88.3,vas_01_99,vas_01_99
1G03,Pthiriasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B85.3,vas_01_99,vas_01_99
1G04,Scabies,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B86,vas_01_99,vas_01_99
1G04.0,Classical scabies,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B86,vas_01_99,vas_01_99
1G04.1,Crusted scabies,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B86,vas_01_99,vas_01_99
1G04.Y,Other specified scabies,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B86,vas_01_99,vas_01_99
1G04.Z,"Scabies, unspecified",VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B86,vas_01_99,vas_01_99
1G05,Tungiasis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B88.1,vas_01_99,vas_01_99
1G06,Cimicosis,VAs-01.99,vas_01_99,range,1F50-1G2Z,161,ICD-11 2026-01 range 1F50-1G2Z,B88.8,vas_01_99,vas_01_99
