review_type,code,title,va_code,token,detail,decision
crosswalk_disagreement,8A68.3,Focal aware seizure,VAs-08.01,R56,generated vas_08_01; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8A68.5,Generalised myoclonic seizure,VAs-08.01,R56,generated vas_08_01; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8A68.6,Generalised tonic seizure,VAs-08.01,R56,generated vas_08_01; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8A68.7,Generalised atonic seizure,VAs-08.01,R56,generated vas_08_01; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8A68.Y,Other specified type of seizure,VAs-08.01,R56.8,generated vas_08_01; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8A68.Z,"Type of seizure, unspecified",VAs-08.01,R56,generated vas_08_01; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8B10,Transient ischaemic attack,VAs-04.02,G45,generated vas_04_02; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8B10.0,Amaurosis fugax,VAs-04.02,G45.3,generated vas_04_02; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8B10.Y,Other specified transient ischaemic attack,VAs-04.02,G45.8,generated vas_04_02; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8B10.Z,"Transient ischaemic attack, unspecified",VAs-04.02,G45,generated vas_04_02; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8B22.40,Arteriovenous malformation of cerebral vessels,VAs-04.02,Q28.2,generated vas_04_02; WHO_2022_VA vas_10_06; WHO_2022_VA_2026 ICD-10 vas_10_06,owner review (digitva-712.6)
crosswalk_disagreement,8E00,Sporadic Creutzfeldt-Jakob Disease,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E01,Acquired prion disease,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E01.0,Iatrogenically acquired Creutzfeldt-Jakob Disease,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E01.1,Kuru,VAs-98,A81.8,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E01.2,Variant Creutzfeldt-Jakob Disease,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E01.3,Other acquired Creutzfeldt-Jakob Disease,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E01.Z,"Acquired prion disease, unspecified",VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E02,Genetic prion diseases,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E02.0,Genetic Creutzfeldt-Jakob disease,VAs-98,A81.0,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E02.1,Gerstmann-Straussler-Scheinker syndrome,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E02.2,Fatal familial insomnia,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E02.Y,Other specified genetic prion diseases,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E02.Z,"Genetic prion diseases, unspecified",VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E03,Variably protease sensitive prionopathy,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E0Y,Other specified human prion diseases,VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E0Z,"Human prion diseases, unspecified",VAs-98,A81.9,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E22,Minimally conscious state,VAs-98,R40.1,generated vas_98; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E22.0,Minimally conscious state plus,VAs-98,R40.1,generated vas_98; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E22.1,Minimally conscious state minus,VAs-98,R40.1,generated vas_98; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E22.Y,Other specified minimally conscious state,VAs-98,R40.1,generated vas_98; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E22.Z,"Minimally conscious state, unspecified",VAs-98,R40.1,generated vas_98; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E40.0,Neoplastic meningitis,VAs-98,G03.8,generated vas_98; WHO_2022_VA vas_01_07; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E40.1,Chemical meningitis,VAs-98,G03.8,generated vas_98; WHO_2022_VA vas_01_07; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E40.2,Inflammatory meningitis,VAs-98,G03.8,generated vas_98; WHO_2022_VA vas_01_07; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E40.3,Arachnoiditis,VAs-98,G03,generated vas_98; WHO_2022_VA vas_01_07; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E48,"Encephalitis, not elsewhere classified",VAs-98,G04.8,generated vas_98; WHO_2022_VA vas_01_07; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,8E62,Postprocedural meningitis,VAs-98,G03.8,generated vas_98; WHO_2022_VA vas_01_07; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,9C61.4,Developmental glaucoma,VAs-98,Q15.0,generated vas_98; WHO_2022_VA vas_10_06; WHO_2022_VA_2026 ICD-10 vas_10_06,accepted: native bucket (owner decision 1)
crosswalk_disagreement,9C61.40,Primary congenital glaucoma,VAs-98,Q15.0,generated vas_98; WHO_2022_VA vas_10_06; WHO_2022_VA_2026 ICD-10 vas_10_06,accepted: native bucket (owner decision 1)
crosswalk_disagreement,9C61.41,Primary infantile glaucoma,VAs-98,Q15.0,generated vas_98; WHO_2022_VA vas_10_06; WHO_2022_VA_2026 ICD-10 vas_10_06,accepted: native bucket (owner decision 1)
crosswalk_disagreement,9C61.42,Secondary childhood glaucoma,VAs-98,Q15.0,generated vas_98; WHO_2022_VA vas_10_06; WHO_2022_VA_2026 ICD-10 vas_10_06,accepted: native bucket (owner decision 1)
crosswalk_disagreement,9C61.4Y,Other specified developmental glaucoma,VAs-98,Q15.0,generated vas_98; WHO_2022_VA vas_10_06; WHO_2022_VA_2026 ICD-10 vas_10_06,accepted: native bucket (owner decision 1)
crosswalk_disagreement,9C61.4Z,"Developmental glaucoma, unspecified",VAs-98,Q15.0,generated vas_98; WHO_2022_VA vas_10_06; WHO_2022_VA_2026 ICD-10 vas_10_06,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BA03,Hypertensive crisis,VAs-04.99,I10-I15,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BA81,Coronary artery aneurysm,VAs-04.99,I25.4,generated vas_04_99; WHO_2022_VA vas_04_01; WHO_2022_VA_2026 ICD-10 vas_04_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BA81.0,Coronary artery aneurysm with perforation,VAs-04.99,I25.4,generated vas_04_99; WHO_2022_VA vas_04_01; WHO_2022_VA_2026 ICD-10 vas_04_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BA81.1,Coronary artery aneurysm with rupture,VAs-04.99,I25.4,generated vas_04_99; WHO_2022_VA vas_04_01; WHO_2022_VA_2026 ICD-10 vas_04_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BA81.2,Coronary artery aneurysm without mention of perforation or rupture,VAs-04.99,I25.4,generated vas_04_99; WHO_2022_VA vas_04_01; WHO_2022_VA_2026 ICD-10 vas_04_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BA82,Coronary artery dissection,VAs-04.99,I25.4,generated vas_04_99; WHO_2022_VA vas_04_01; WHO_2022_VA_2026 ICD-10 vas_04_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB01,Pulmonary hypertension,VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB01.0,Pulmonary arterial hypertension,VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB01.3,Chronic thromboembolic pulmonary hypertension,VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB01.5,Cor pulmonale,VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB01.Z,"Pulmonary hypertension, unspecified",VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB03,Acquired pulmonary venous abnormality,VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB03.0,Acquired pulmonary venous obstruction,VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB03.Y,Other specified acquired pulmonary venous abnormality,VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB03.Z,"Acquired pulmonary venous abnormality, unspecified",VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB0Y,Other specified pulmonary heart disease or diseases of pulmonary circulation,VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BB0Z,"Pulmonary heart disease or diseases of pulmonary circulation, unspecified",VAs-04.99,I26-I28,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC40.0,Acquired interatrial communication,VAs-04.99,I23.1,generated vas_04_99; WHO_2022_VA vas_04_01; WHO_2022_VA_2026 ICD-10 vas_04_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43,Cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.1,Hypertrophic cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.10,Familial-genetic hypertrophic cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.11,Non-obstructive hypertrophic cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.1Y,Other specified hypertrophic cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.1Z,"Hypertrophic cardiomyopathy, unspecified",VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.2,Restrictive cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.20,Nonfamilial restrictive cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.2Y,Other specified restrictive cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.2Z,"Restrictive cardiomyopathy, unspecified",VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.5,Stress-induced cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.6,Arrhythmogenic ventricular cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.7,Diabetic cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.Y,Other specified cardiomyopathy,VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC43.Z,"Cardiomyopathy, unspecified",VAs-04.99,I30-I52,generated vas_04_99; WHO_2022_VA multiple:vas_04_01|vas_04_99; WHO_2022_VA_2026 ICD-10 multiple:vas_04_01|vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BC80.1,Sinus bradycardia,VAs-04.99,R00.1,generated vas_04_99; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BD10,Congestive heart failure,VAs-04.01,I50.0,generated vas_04_01; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_01,owner decision 10
crosswalk_disagreement,BD12,High output syndromes,VAs-04.99,I50,generated vas_04_99; WHO_2022_VA vas_04_01; WHO_2022_VA_2026 ICD-10 vas_04_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BD13,Right ventricular failure,VAs-04.99,I50,generated vas_04_99; WHO_2022_VA vas_04_01; WHO_2022_VA_2026 ICD-10 vas_04_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BD14,Biventricular failure,VAs-04.99,I50,generated vas_04_99; WHO_2022_VA vas_04_01; WHO_2022_VA_2026 ICD-10 vas_04_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BD1Y,Other specified heart failure,VAs-04.99,I50,generated vas_04_99; WHO_2022_VA vas_04_01; WHO_2022_VA_2026 ICD-10 vas_04_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BD55,Asymptomatic stenosis of intracranial or extracranial artery,VAs-04.99,I65,generated vas_04_99; WHO_2022_VA vas_04_02; WHO_2022_VA_2026 ICD-10 vas_04_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BD90.0,Acute lymphadenitis,VAs-04.99,L04,generated vas_04_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,BD93.0,Primary lymphoedema,VAs-04.99,Q82.0,generated vas_04_99; WHO_2022_VA vas_10_06; WHO_2022_VA_2026 ICD-10 vas_10_06,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA0Y,Other specified upper respiratory tract disorders,VAs-98,J00-J06,generated vas_98; WHO_2022_VA vas_01_02; WHO_2022_VA_2026 ICD-10 vas_01_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA0Z,"Upper respiratory tract disorders, unspecified",VAs-98,J00-J06,generated vas_98; WHO_2022_VA vas_01_02; WHO_2022_VA_2026 ICD-10 vas_01_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA26,Chronic bronchiolitis,VAs-98,J44.8,generated vas_98; WHO_2022_VA vas_05_01; WHO_2022_VA_2026 ICD-10 vas_05_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA26.0,Chronic obliterative bronchiolitis,VAs-98,J44.8,generated vas_98; WHO_2022_VA vas_05_01; WHO_2022_VA_2026 ICD-10 vas_05_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA26.1,Diffuse panbronchiolitis,VAs-98,J44.8,generated vas_98; WHO_2022_VA vas_05_01; WHO_2022_VA_2026 ICD-10 vas_05_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA26.Y,Other specified chronic bronchiolitis,VAs-98,J44.8,generated vas_98; WHO_2022_VA vas_05_01; WHO_2022_VA_2026 ICD-10 vas_05_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA26.Z,"Chronic bronchiolitis, unspecified",VAs-98,J44.8,generated vas_98; WHO_2022_VA vas_05_01; WHO_2022_VA_2026 ICD-10 vas_05_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA27,Tracheobronchitis,VAs-98,J40,generated vas_98; WHO_2022_VA vas_05_01; WHO_2022_VA_2026 ICD-10 vas_05_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA27.0,Tracheobronchopathia osteochondroplastica,VAs-98,J40,generated vas_98; WHO_2022_VA vas_05_01; WHO_2022_VA_2026 ICD-10 vas_05_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA27.1,Tracheobronchomegaly,VAs-98,J40,generated vas_98; WHO_2022_VA vas_05_01; WHO_2022_VA_2026 ICD-10 vas_05_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA27.Y,Other specified tracheobronchitis,VAs-98,J40,generated vas_98; WHO_2022_VA vas_05_01; WHO_2022_VA_2026 ICD-10 vas_05_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA27.Z,"Tracheobronchitis, unspecified",VAs-98,J40,generated vas_98; WHO_2022_VA vas_05_01; WHO_2022_VA_2026 ICD-10 vas_05_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA2Y,Other specified lower respiratory tract disease,VAs-98,J40-J47,generated vas_98; WHO_2022_VA multiple:vas_05_01|vas_05_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_05_01|vas_05_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA2Z,"Lower respiratory tract disease, unspecified",VAs-98,J40-J47,generated vas_98; WHO_2022_VA multiple:vas_05_01|vas_05_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_05_01|vas_05_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA45,"Respiratory infections, not elsewhere classified",VAs-01.02,J98.7,generated vas_01_02; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,CA82.4,Aspergillus-induced allergic or hypersensitivity conditions,VAs-98,B44.1,generated vas_98; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DA26.0,Oesophageal varices,VAs-98,I85,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DA26.00,Oesophageal varices with bleeding,VAs-98,I85.0,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DA26.01,Oesophageal varices without bleeding,VAs-98,I85.9,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DA26.0Z,"Oesophageal varices, unspecified",VAs-98,I85,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DA43.0,Gastric varices,VAs-98,I86.4,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DA52.0,Duodenal varices,VAs-98,I86.8,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB30,Obstruction of large intestine,VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB30.Y,Other specified obstruction of large intestine,VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB30.Z,"Obstruction of large intestine, unspecified",VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB31,Other acquired anatomical alterations of large intestine,VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB31.Y,Other specified acquired anatomical alterations of large intestine,VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB31.Z,"Acquired anatomical alterations of large intestine, unspecified",VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB35,Polyp of large intestine,VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB35.0,Hyperplastic polyp of large intestine,VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB35.2,Benign lymphoid polyp of large intestine,VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB35.3,Hamartomatous polyp of large intestine,VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
